InvoiceDate,StockCode,units_sold,revenue,n_invoices,units_roll_7,revenue_roll_7,units_roll_14,revenue_roll_14,units_roll_30,revenue_roll_30,units_lag_1,units_lag_7,units_lag_14,day_of_week,day_of_month,month,quarter,is_weekend,is_dec
2024-07-25,SKU10085,11,99.44,3,6.86,61.21,11.79,100.03,11.23,98.42,3.0,63.0,7.0,3,25,7,3,0,0
2024-07-28,SKU10085,5,45.2,3,6.71,59.92,11.93,101.33,11.37,99.63,11.0,6.0,3.0,6,28,7,3,1,0
2024-07-30,SKU10085,2,18.08,1,6.71,59.92,11.64,98.74,11.4,99.93,5.0,2.0,6.0,1,30,7,3,0,0
2024-07-31,SKU10085,3,27.119999999999997,2,5.86,52.56,11.07,93.58,11.2,98.12,2.0,9.0,11.0,2,31,7,3,0,0
2024-08-01,SKU10085,3,27.12,1,4.14,37.06,11.21,94.87,11.2,98.12,3.0,15.0,1.0,3,1,8,3,0,0
2024-08-02,SKU10085,2,15.36,1,4.14,37.06,10.07,84.34,10.87,95.02,3.0,2.0,18.0,4,2,8,3,0,0
2024-08-03,SKU10085,7,63.28,3,4.71,42.23,9.5,79.18,10.93,95.62,2.0,3.0,15.0,5,3,8,3,1,0
2024-08-04,SKU10085,4,36.16,2,3.71,33.19,5.29,47.2,10.87,95.02,7.0,11.0,63.0,6,4,8,3,1,0
2024-08-05,SKU10085,14,126.56,4,5.0,44.81,5.86,52.37,11.27,98.63,4.0,5.0,6.0,0,5,8,3,0,0
2024-08-06,SKU10085,1,9.04,1,4.86,43.52,5.79,51.72,11.2,98.03,14.0,2.0,2.0,1,6,8,3,0,0
2024-08-07,SKU10085,3,27.12,1,4.86,43.52,5.36,48.04,7.87,67.9,1.0,3.0,9.0,2,7,8,3,0,0
2024-08-08,SKU10085,3,27.119999999999997,2,4.86,43.52,4.5,40.29,7.8,67.29,3.0,3.0,15.0,3,8,8,3,0,0
2024-08-09,SKU10085,7,63.28,1,5.57,50.37,4.86,43.71,7.93,68.5,3.0,2.0,2.0,4,9,8,3,0,0
2024-08-10,SKU10085,11,99.44,3,6.14,55.53,5.43,48.88,8.17,70.61,7.0,7.0,3.0,5,10,8,3,1,0
2024-08-11,SKU10085,4,36.16,2,6.14,55.53,4.93,44.36,8.2,71.0,11.0,4.0,11.0,6,11,8,3,1,0
2024-08-12,SKU10085,1,9.04,1,4.29,38.74,4.64,41.78,8.07,69.79,4.0,14.0,5.0,0,12,8,3,0,0
2024-08-13,SKU10085,3,27.12,1,4.57,41.33,4.71,42.42,7.93,68.59,1.0,1.0,2.0,1,13,8,3,0,0
2024-08-14,SKU10085,6,54.24,2,5.0,45.2,4.93,44.36,8.03,69.49,3.0,3.0,3.0,2,14,8,3,0,0
2024-08-15,SKU10085,1,9.04,1,4.71,42.62,4.79,43.07,7.87,67.99,6.0,3.0,3.0,3,15,8,3,0,0
2024-08-16,SKU10085,10,84.96,4,5.14,45.71,5.36,48.04,7.83,67.5,1.0,7.0,2.0,4,16,8,3,0,0
2024-08-17,SKU10085,61,551.4399999999999,3,12.29,110.29,9.21,82.91,9.83,85.58,10.0,11.0,7.0,5,17,8,3,1,0
2024-08-18,SKU10085,2,18.08,1,12.0,107.7,9.07,81.62,9.3,80.76,61.0,4.0,4.0,6,18,8,3,1,0
2024-08-20,SKU10085,5,45.2,2,12.57,112.87,8.43,75.81,8.97,77.75,2.0,1.0,14.0,1,20,8,3,0,0
2024-08-22,SKU10085,3,27.119999999999997,3,12.57,112.87,8.57,77.1,6.97,62.53,5.0,3.0,1.0,3,22,8,3,0,0
2024-08-23,SKU10085,3,27.119999999999997,3,12.14,108.99,8.57,77.1,6.87,61.62,3.0,6.0,3.0,4,23,8,3,0,0
2024-08-24,SKU10085,5,45.199999999999996,2,12.71,114.16,8.71,78.39,6.97,62.53,3.0,1.0,3.0,5,24,8,3,1,0
2024-08-25,SKU10085,1,9.04,1,11.43,103.31,8.29,74.51,6.7,60.21,5.0,10.0,7.0,6,25,8,3,1,0
2024-08-26,SKU10085,2,18.08,2,3.0,27.12,7.64,68.7,6.27,56.29,1.0,61.0,11.0,0,26,8,3,0,0
2024-08-27,SKU10085,4,36.16,1,3.29,29.7,7.64,68.7,6.33,56.98,2.0,2.0,4.0,1,27,8,3,0,0
2024-08-28,SKU10085,3,27.12,1,3.0,27.12,7.79,69.99,6.33,56.98,4.0,5.0,1.0,2,28,8,3,0,0
2024-08-29,SKU10085,4,36.16,2,3.14,28.41,7.86,70.64,6.1,54.87,3.0,3.0,3.0,3,29,8,3,0,0
2024-08-30,SKU10085,1,7.68,1,2.86,25.63,7.5,67.31,5.97,53.62,4.0,3.0,6.0,4,30,8,3,0,0
2024-08-31,SKU10085,13,117.52,4,4.0,35.97,8.36,75.06,6.33,56.94,1.0,5.0,1.0,5,31,8,3,1,0
2024-09-01,SKU10085,10,90.4,3,5.29,47.59,8.36,75.45,6.57,59.05,13.0,1.0,10.0,6,1,9,3,1,0
2024-09-02,SKU10085,15,135.6,5,7.14,64.38,5.07,45.75,6.97,62.66,10.0,2.0,61.0,0,2,9,3,0,0
2024-09-03,SKU10085,5,45.199999999999996,3,7.29,65.67,5.29,47.69,7.07,63.66,15.0,4.0,2.0,1,3,9,3,0,0
2024-09-04,SKU10085,15,130.16,4,9.0,80.39,6.0,53.75,7.33,65.89,5.0,3.0,5.0,2,4,9,3,0,0
2024-09-05,SKU10085,2,18.08,1,8.71,77.81,5.93,53.11,7.27,65.28,15.0,4.0,3.0,3,5,9,3,0,0
2024-09-06,SKU10085,4,36.16,1,9.14,81.87,6.0,53.75,6.93,62.27,2.0,1.0,3.0,4,6,9,3,0,0
2024-09-07,SKU10085,2,18.08,1,7.57,67.67,5.79,51.82,6.97,62.57,4.0,13.0,5.0,5,7,9,3,1,0
2024-09-08,SKU10085,2,18.08,1,6.43,57.34,5.86,52.46,6.93,62.27,2.0,10.0,1.0,6,8,9,3,1,0
2024-09-10,SKU10085,3,27.12,1,4.71,41.84,5.93,53.11,6.93,62.27,2.0,15.0,2.0,1,10,9,3,0,0
2024-09-11,SKU10085,4,32.08,2,4.57,39.97,5.93,52.82,6.83,61.23,3.0,5.0,4.0,2,11,9,3,0,0
2024-09-12,SKU10085,3,27.119999999999997,2,2.86,25.25,5.93,52.82,6.57,58.82,4.0,15.0,3.0,3,12,9,3,0,0
2024-09-13,SKU10085,2,18.08,1,2.86,25.25,5.79,51.53,6.5,58.22,3.0,2.0,4.0,4,13,9,3,0,0
2024-09-14,SKU10085,2,18.08,1,2.57,22.66,5.86,52.27,6.53,58.52,2.0,4.0,1.0,5,14,9,3,1,0
2024-09-15,SKU10085,2,18.08,2,2.57,22.66,5.07,45.17,6.5,58.22,2.0,2.0,13.0,6,15,9,3,1,0
2024-09-18,SKU10085,2,18.08,2,2.57,22.66,4.5,40.0,6.37,57.01,2.0,2.0,10.0,2,18,9,3,0,0
2024-09-19,SKU10085,3,27.119999999999997,2,2.57,22.66,3.64,32.25,6.43,57.61,2.0,3.0,15.0,3,19,9,3,0,0
2024-09-20,SKU10085,2,18.08,1,2.29,20.66,3.43,30.31,6.17,55.38,3.0,4.0,5.0,4,20,9,3,0,0
2024-09-21,SKU10085,5,45.2,1,2.57,23.25,2.71,24.25,4.3,38.51,2.0,3.0,15.0,5,21,9,3,1,0
2024-09-22,SKU10085,1,9.04,1,2.43,21.95,2.64,23.6,4.27,38.21,5.0,2.0,2.0,6,22,9,3,1,0
2024-09-24,SKU10085,5,45.199999999999996,3,2.86,25.83,2.71,24.25,4.27,38.21,1.0,2.0,4.0,1,24,9,3,0,0
2024-09-25,SKU10085,17,153.68,3,5.0,45.2,3.79,33.93,4.73,42.43,5.0,2.0,2.0,2,25,9,3,0,0
2024-09-26,SKU10085,11,99.44,5,6.29,56.82,4.43,39.74,5.0,44.84,17.0,2.0,2.0,3,26,9,3,0,0
2024-09-27,SKU10085,4,36.16,2,6.43,58.11,4.5,40.39,4.97,44.54,11.0,3.0,3.0,4,27,9,3,0,0
2024-09-28,SKU10085,1,9.04,1,6.29,56.82,4.29,38.74,4.97,44.54,4.0,2.0,4.0,5,28,9,3,1,0
2024-09-30,SKU10085,1,9.04,1,5.71,51.66,4.14,37.45,4.93,44.23,1.0,5.0,3.0,0,30,9,3,0,0
2024-10-01,SKU10085,1,9.04,1,5.71,51.66,4.07,36.81,4.83,43.33,1.0,1.0,2.0,1,1,10,4,0,0
2024-10-02,SKU10085,9,81.36,2,6.29,56.82,4.57,41.33,5.03,45.14,1.0,5.0,2.0,2,2,10,4,0,0
2024-10-03,SKU10085,15,135.60000000000002,3,6.0,54.24,5.5,49.72,5.4,48.45,9.0,17.0,2.0,3,3,10,4,0,0
2024-10-04,SKU10085,12,108.47999999999999,5,6.14,55.53,6.21,56.18,5.77,51.81,15.0,11.0,2.0,4,4,10,4,0,0
2024-10-06,SKU10085,11,99.44,1,7.14,64.57,6.79,61.34,5.7,51.21,12.0,4.0,3.0,6,6,10,4,1,0
2024-10-07,SKU10085,10,90.39999999999999,2,8.43,76.19,7.36,66.51,5.7,51.21,11.0,1.0,2.0,0,7,10,4,0,0
2024-10-08,SKU10085,4,36.16,2,8.86,80.07,7.29,65.86,5.33,47.9,10.0,1.0,5.0,1,8,10,4,0,0
2024-10-09,SKU10085,4,36.16,1,9.29,83.94,7.5,67.8,5.3,47.59,4.0,1.0,1.0,2,9,10,4,0,0
2024-10-10,SKU10085,2,18.08,1,8.29,74.9,7.29,65.86,4.87,43.86,4.0,9.0,5.0,3,10,10,4,0,0
2024-10-11,SKU10085,5,45.2,3,6.86,61.99,6.43,58.11,4.97,44.76,2.0,15.0,17.0,4,11,10,4,0,0
2024-10-12,SKU10085,9,81.35999999999999,2,6.43,58.11,6.29,56.82,5.13,46.27,5.0,12.0,11.0,5,12,10,4,1,0
2024-10-13,SKU10085,1,9.04,1,5.0,45.2,6.07,54.89,5.1,45.97,9.0,11.0,4.0,6,13,10,4,1,0
2024-10-14,SKU10085,7,63.28,2,4.57,41.33,6.5,58.76,5.27,47.47,1.0,10.0,1.0,0,14,10,4,0,0
2024-10-15,SKU10085,1,9.04,1,4.14,37.45,6.5,58.76,5.2,46.87,7.0,4.0,1.0,1,15,10,4,0,0
2024-10-16,SKU10085,5,45.2,2,4.29,38.74,6.79,61.34,5.23,47.31,1.0,4.0,1.0,2,16,10,4,0,0
2024-10-17,SKU10085,8,69.6,3,5.14,46.1,6.71,60.5,5.4,48.73,5.0,2.0,9.0,3,17,10,4,0,0
2024-10-18,SKU10085,1,9.04,1,4.57,40.94,5.71,51.46,5.37,48.42,8.0,5.0,15.0,4,18,10,4,0,0
2024-10-19,SKU10085,4,36.16,1,3.86,34.48,5.14,46.3,5.43,49.03,1.0,9.0,12.0,5,19,10,4,1,0
2024-10-20,SKU10085,4,36.16,1,4.29,38.35,4.64,41.78,5.5,49.63,4.0,1.0,11.0,6,20,10,4,1,0
2024-10-21,SKU10085,12,108.48,4,5.0,44.81,4.79,43.07,5.83,52.64,4.0,7.0,10.0,0,21,10,4,0,0
2024-10-22,SKU10085,9,81.36,3,6.14,55.14,5.14,46.3,6.03,54.45,12.0,1.0,4.0,1,22,10,4,0,0
2024-10-23,SKU10085,12,108.48,5,7.14,64.18,5.71,51.46,6.37,57.46,9.0,5.0,4.0,2,23,10,4,0,0
2024-10-24,SKU10085,10,90.4,3,7.43,67.15,6.29,56.63,6.53,58.97,12.0,8.0,2.0,3,24,10,4,0,0
2024-10-25,SKU10085,3,27.12,1,7.71,69.74,6.14,55.34,6.6,59.57,10.0,1.0,5.0,4,25,10,4,0,0
2024-10-26,SKU10085,1,9.04,1,7.29,65.86,5.57,50.17,6.47,58.37,3.0,4.0,9.0,5,26,10,4,1,0
2024-10-28,SKU10085,1,9.04,1,6.86,61.99,5.57,50.17,5.93,53.55,1.0,4.0,1.0,0,28,10,4,0,0
2024-10-29,SKU10085,5,45.2,1,5.86,52.95,5.43,48.88,5.73,51.74,1.0,12.0,7.0,1,29,10,4,0,0
2024-10-30,SKU10085,3,27.12,1,5.0,45.2,5.57,50.17,5.7,51.44,5.0,9.0,1.0,2,30,10,4,0,0
2024-10-31,SKU10085,2,18.08,1,3.57,32.29,5.36,48.23,5.73,51.74,3.0,12.0,5.0,3,31,10,4,0,0
2024-11-01,SKU10085,7,63.279999999999994,4,3.14,28.41,5.29,47.78,5.93,53.55,2.0,10.0,8.0,4,1,11,4,0,0
2024-11-02,SKU10085,3,27.12,1,3.14,28.41,5.43,49.07,6.0,54.15,7.0,3.0,1.0,5,2,11,4,1,0
2024-11-04,SKU10085,5,45.2,2,3.71,33.58,5.5,49.72,5.87,52.94,3.0,1.0,4.0,0,4,11,4,0,0
2024-11-06,SKU10085,5,45.2,3,4.29,38.74,5.57,50.37,5.53,49.93,5.0,1.0,4.0,2,6,11,4,0,0
2024-11-07,SKU10085,2,18.08,1,3.86,34.87,4.86,43.91,5.2,46.92,5.0,5.0,12.0,3,7,11,4,0,0
2024-11-08,SKU10085,8,72.32000000000001,2,4.57,41.33,4.79,43.26,5.1,46.01,2.0,3.0,9.0,4,8,11,4,0,0
2024-11-09,SKU10085,70,632.8,2,14.29,129.14,8.93,80.71,7.1,64.09,8.0,2.0,12.0,5,9,11,4,1,0
2024-11-10,SKU10085,4,36.16,1,13.86,125.27,8.5,76.84,7.1,64.09,70.0,7.0,10.0,6,10,11,4,1,0
2024-11-12,SKU10085,2,18.08,2,13.71,123.98,8.43,76.19,7.03,63.49,4.0,3.0,3.0,1,12,11,4,0,0
2024-11-13,SKU10085,101,911.68,2,27.43,247.76,15.57,140.67,10.33,93.28,2.0,5.0,1.0,2,13,11,4,0,0
2024-11-14,SKU10085,2,18.08,2,27.0,243.89,15.64,141.31,10.23,92.37,101.0,5.0,1.0,3,14,11,4,0,0
2024-11-15,SKU10085,8,72.32,3,27.86,251.63,15.86,143.25,10.2,92.07,2.0,2.0,5.0,4,15,11,4,0,0
2024-11-16,SKU10085,6,54.239999999999995,3,27.57,249.05,16.07,145.19,10.37,93.58,8.0,8.0,3.0,5,16,11,4,1,0
2024-11-17,SKU10085,5,45.2,1,18.29,165.11,16.29,147.13,10.3,92.98,6.0,70.0,2.0,6,17,11,4,1,0
2024-11-18,SKU10085,1,9.04,1,17.86,161.23,15.86,143.25,10.3,92.98,5.0,4.0,7.0,0,18,11,4,0,0
2024-11-19,SKU10085,6,54.239999999999995,3,18.43,166.4,16.07,145.19,10.33,93.28,1.0,2.0,3.0,1,19,11,4,0,0
2024-11-20,SKU10085,1,9.04,1,4.14,37.45,15.79,142.61,10.1,91.26,6.0,101.0,5.0,2,20,11,4,0,0
2024-11-22,SKU10085,2,18.08,1,4.14,37.45,15.57,140.67,10.13,91.56,1.0,2.0,5.0,4,22,11,4,0,0
2024-11-23,SKU10085,9,81.36,1,4.29,38.74,16.07,145.19,10.3,93.07,2.0,8.0,2.0,5,23,11,4,1,0
2024-11-24,SKU10085,15,135.60000000000002,3,5.57,50.37,16.57,149.71,10.67,96.38,9.0,6.0,8.0,6,24,11,4,1,0
2024-11-25,SKU10085,7,63.28,2,5.86,52.95,12.07,109.03,10.5,94.87,15.0,5.0,70.0,0,25,11,4,0,0
2024-11-26,SKU10085,1,9.04,1,5.86,52.95,11.86,107.09,10.23,92.46,7.0,1.0,4.0,1,26,11,4,0,0
2024-11-27,SKU10085,8,72.32,2,6.14,55.53,12.29,110.97,10.1,91.26,1.0,6.0,2.0,2,27,11,4,0,0
2024-11-29,SKU10085,15,135.6,2,8.14,73.61,6.14,55.53,10.27,92.77,8.0,1.0,101.0,4,29,11,4,0,0
2024-11-30,SKU10085,12,94.88,3,9.57,84.58,6.86,61.02,10.57,95.02,15.0,2.0,2.0,5,30,11,4,1,0
2024-12-01,SKU10085,1,9.04,1,8.43,74.25,6.36,56.5,10.57,95.02,12.0,9.0,8.0,6,1,12,4,1,1
2024-12-02,SKU10085,1,9.04,1,6.43,56.17,6.0,53.27,10.57,95.02,1.0,15.0,6.0,0,2,12,4,0,1
2024-12-03,SKU10085,7,63.28,3,6.43,56.17,6.14,54.56,10.63,95.63,1.0,7.0,5.0,1,3,12,4,0,1
2024-12-04,SKU10085,13,114.8,4,8.14,71.28,7.0,62.11,10.97,98.55,7.0,1.0,1.0,2,4,12,4,0,1
2024-12-05,SKU10085,13,117.52,4,8.86,77.74,7.5,66.63,11.33,101.86,13.0,8.0,6.0,3,5,12,4,0,1
2024-12-06,SKU10085,1,9.04,1,6.86,59.66,7.5,66.63,11.13,100.06,13.0,15.0,1.0,4,6,12,4,0,1
2024-12-07,SKU10085,15,135.6,4,7.29,65.47,8.43,75.03,11.53,103.67,1.0,12.0,2.0,5,7,12,4,1,1
2024-12-08,SKU10085,1,9.04,1,7.29,65.47,7.86,69.86,11.4,102.47,15.0,1.0,9.0,6,8,12,4,1,1
2024-12-09,SKU10085,4,36.16,2,7.71,69.35,7.07,62.76,11.37,102.17,1.0,1.0,15.0,0,9,12,4,0,1
2024-12-10,SKU10085,1,9.04,1,6.86,61.6,6.64,58.89,11.33,101.86,4.0,7.0,7.0,1,10,12,4,0,1
2024-12-11,SKU10085,1,9.04,1,5.14,46.49,6.64,58.89,11.1,99.75,1.0,13.0,1.0,2,11,12,4,0,1
2024-12-12,SKU10085,8,70.96000000000001,3,4.43,39.84,6.64,58.79,9.03,81.03,1.0,13.0,8.0,3,12,12,4,0,1
2024-12-13,SKU10085,8,72.32,3,5.43,48.88,6.14,54.27,9.17,82.23,8.0,1.0,15.0,4,13,12,4,0,1
2024-12-16,SKU10085,5,45.199999999999996,2,4.0,35.97,5.64,50.72,9.27,83.14,8.0,15.0,12.0,0,16,12,4,0,1
2024-12-17,SKU10085,11,99.44,4,5.43,48.88,6.36,57.18,6.27,56.06,5.0,1.0,1.0,1,17,12,4,0,1
2024-12-18,SKU10085,2,18.08,2,5.14,46.3,6.43,57.82,6.27,56.06,11.0,4.0,1.0,2,18,12,4,0,1
2024-12-19,SKU10085,9,81.36,2,6.29,56.63,6.57,59.11,6.3,56.36,2.0,1.0,7.0,3,19,12,4,0,1
2024-12-20,SKU10085,2,18.08,1,6.43,57.92,5.79,52.21,6.17,55.16,9.0,1.0,13.0,4,20,12,4,0,1
2024-12-21,SKU10085,2,18.08,1,5.57,50.37,5.0,45.1,6.07,54.25,2.0,8.0,13.0,5,21,12,4,1,1
2024-12-22,SKU10085,2,18.08,2,4.71,42.62,5.07,45.75,6.1,54.55,2.0,8.0,1.0,6,22,12,4,1,1
2024-12-23,SKU10085,6,54.239999999999995,2,4.86,43.91,4.43,39.94,6.1,54.55,2.0,5.0,15.0,0,23,12,4,0,1
2024-12-24,SKU10085,6,54.24,1,4.14,37.45,4.79,43.17,6.27,56.06,6.0,11.0,1.0,1,24,12,4,0,1
2024-12-26,SKU10085,4,36.16,2,4.43,40.03,4.79,43.17,6.33,56.66,6.0,2.0,4.0,3,26,12,4,0,1
2024-12-28,SKU10085,11,99.44,3,4.71,42.62,5.5,49.62,6.4,57.27,4.0,9.0,1.0,5,28,12,4,1,1
2024-12-29,SKU10085,1,9.04,1,4.57,41.33,5.5,49.62,5.93,53.05,11.0,2.0,1.0,6,29,12,4,1,1
2023-03-07,SKU10086,2,60.84,1,2.0,60.84,2.0,60.84,2.0,60.84,,,,1,7,3,1,0,0
2023-03-21,SKU10086,5,152.1,1,3.5,106.47,3.5,106.47,3.5,106.47,2.0,,,1,21,3,1,0,0
2023-04-07,SKU10086,1,30.42,1,2.67,81.12,2.67,81.12,2.67,81.12,5.0,,,4,7,4,2,0,0
2023-04-11,SKU10086,1,30.42,1,2.25,68.44,2.25,68.44,2.25,68.44,1.0,,,1,11,4,2,0,0
2023-04-13,SKU10086,1,30.42,1,2.0,60.84,2.0,60.84,2.0,60.84,1.0,,,3,13,4,2,0,0
2023-04-15,SKU10086,7,212.94,1,2.83,86.19,2.83,86.19,2.83,86.19,1.0,,,5,15,4,2,1,0
2023-04-17,SKU10086,2,60.84,1,2.71,82.57,2.71,82.57,2.71,82.57,7.0,,,0,17,4,2,0,0
2023-04-23,SKU10086,1,30.42,1,2.57,78.22,2.5,76.05,2.5,76.05,2.0,2.0,,6,23,4,2,1,0
2023-04-27,SKU10086,3,91.26,2,2.29,69.53,2.56,77.74,2.56,77.74,1.0,5.0,,3,27,4,2,0,0
2023-05-04,SKU10086,4,121.68,1,2.71,82.57,2.7,82.13,2.7,82.13,3.0,1.0,,3,4,5,2,0,0
2023-05-16,SKU10086,2,56.28,2,2.86,86.26,2.64,79.78,2.64,79.78,4.0,1.0,,1,16,5,2,0,0
2023-05-21,SKU10086,9,273.78,1,4.0,121.03,3.17,95.95,3.17,95.95,2.0,1.0,,6,21,5,2,1,0
2023-05-25,SKU10086,1,30.42,1,3.14,94.95,3.0,90.91,3.0,90.91,9.0,7.0,,3,25,5,2,0,0
2023-05-29,SKU10086,2,60.84,1,3.14,94.95,2.93,88.76,2.93,88.76,1.0,2.0,,0,29,5,2,0,0
2023-05-31,SKU10086,4,121.68,1,3.57,107.99,3.07,93.11,3.0,90.96,2.0,1.0,2.0,2,31,5,2,0,0
2023-06-10,SKU10086,4,121.68,1,3.71,112.34,3.0,90.93,3.06,92.88,4.0,3.0,5.0,5,10,6,2,1,0
2023-06-18,SKU10086,4,121.68,1,3.71,112.34,3.21,97.45,3.12,94.57,4.0,4.0,1.0,6,18,6,2,1,0
2023-06-19,SKU10086,1,30.42,1,3.57,108.64,3.21,97.45,3.0,91.01,4.0,2.0,1.0,0,19,6,2,0,0
2023-06-23,SKU10086,100,3042.0,1,16.57,504.1,10.29,312.57,8.11,246.32,1.0,9.0,1.0,4,23,6,2,0,0
2023-06-24,SKU10086,1,30.42,1,16.57,504.1,9.86,299.53,7.75,235.53,100.0,1.0,7.0,5,24,6,2,1,0
2023-06-28,SKU10086,1,30.42,1,16.43,499.76,9.79,297.36,7.43,225.76,1.0,2.0,2.0,2,28,6,2,0,0
2023-06-30,SKU10086,2,56.28,2,16.14,490.41,9.86,299.2,7.18,218.06,1.0,4.0,1.0,4,30,6,2,0,0
2023-07-01,SKU10086,1,30.42,1,15.71,477.38,9.71,294.86,6.91,209.9,2.0,4.0,3.0,5,1,7,3,1,0
2023-07-05,SKU10086,1,30.42,1,15.29,464.34,9.5,288.34,6.67,202.42,1.0,4.0,4.0,2,5,7,3,0,0
2023-07-11,SKU10086,1,30.42,1,15.29,464.34,9.43,286.49,6.44,195.54,1.0,1.0,2.0,1,11,7,3,0,0
2023-07-13,SKU10086,1,30.42,1,1.14,34.11,8.86,269.11,6.23,189.19,1.0,100.0,9.0,3,13,7,3,0,0
2023-07-17,SKU10086,5,152.1,1,1.71,51.5,9.14,277.8,6.19,187.82,1.0,1.0,1.0,0,17,7,3,0,0
2023-07-19,SKU10086,1,30.42,1,1.71,51.5,9.07,275.63,6.0,182.19,5.0,1.0,2.0,2,19,7,3,0,0
2023-07-21,SKU10086,1,30.42,1,1.57,47.8,8.86,269.11,5.83,176.96,1.0,2.0,4.0,4,21,7,3,0,0
2023-07-30,SKU10086,2,60.84,1,1.71,52.15,8.71,264.76,5.7,173.09,1.0,1.0,4.0,6,30,7,3,1,0
2023-07-31,SKU10086,2,60.84,1,1.86,56.49,8.57,260.42,5.7,173.09,2.0,1.0,4.0,0,31,7,3,0,0
2023-08-01,SKU10086,102,3102.84,2,16.29,495.41,15.79,479.88,8.93,271.45,2.0,1.0,1.0,1,1,8,3,0,0
2023-08-02,SKU10086,6,182.52,1,17.0,517.14,9.07,275.63,9.1,276.52,102.0,1.0,100.0,2,2,8,3,0,0
2023-08-04,SKU10086,4,121.68,1,16.86,512.79,9.29,282.15,9.2,279.56,6.0,5.0,1.0,4,4,8,3,0,0
2023-08-05,SKU10086,1,30.42,1,16.86,512.79,9.29,282.15,9.2,279.56,4.0,1.0,1.0,5,5,8,3,1,0
2023-08-06,SKU10086,2,60.84,1,17.0,517.14,9.29,282.47,9.03,274.49,1.0,1.0,2.0,6,6,8,3,1,0
2023-08-07,SKU10086,2,60.84,1,17.0,517.14,9.36,284.64,9.03,274.49,2.0,2.0,1.0,0,7,8,3,0,0
2023-08-08,SKU10086,2,60.84,1,17.0,517.14,9.43,286.82,9.07,275.5,2.0,2.0,1.0,1,8,8,3,0,0
2023-08-09,SKU10086,1,30.42,1,2.57,78.22,9.43,286.82,9.0,273.48,2.0,102.0,1.0,2,9,8,3,0,0
2023-08-10,SKU10086,7,212.94,3,2.71,82.57,9.86,299.85,9.1,276.52,1.0,6.0,1.0,3,10,8,3,0,0
2023-08-11,SKU10086,4,117.12,3,2.71,81.92,9.79,297.36,9.17,278.55,7.0,4.0,5.0,4,11,8,3,0,0
2023-08-14,SKU10086,4,121.68,1,3.14,94.95,10.0,303.87,9.0,273.48,4.0,1.0,1.0,0,14,8,3,0,0
2023-08-16,SKU10086,3,91.26,1,3.29,99.3,10.14,308.22,9.07,275.5,4.0,2.0,1.0,2,16,8,3,0,0
2023-08-19,SKU10086,72,2190.24,1,13.29,403.5,15.14,460.32,11.4,346.48,3.0,2.0,2.0,5,19,8,3,1,0
2023-08-24,SKU10086,1,30.42,1,13.14,399.15,15.07,458.15,11.3,343.44,72.0,2.0,2.0,3,24,8,3,0,0
2023-08-26,SKU10086,6,182.52,1,13.86,420.88,8.21,249.55,11.37,345.47,1.0,1.0,102.0,5,26,8,3,1,0
2023-08-27,SKU10086,3,91.26,1,13.29,403.5,8.0,243.03,11.33,344.46,6.0,7.0,6.0,6,27,8,3,1,0
2023-08-28,SKU10086,2,60.84,1,13.0,395.46,7.86,238.69,11.37,345.47,3.0,4.0,4.0,0,28,8,3,0,0
2023-08-29,SKU10086,3,91.26,2,12.86,391.11,8.0,243.03,8.13,247.11,2.0,4.0,1.0,1,29,8,3,0,0
2023-08-31,SKU10086,9,273.78,2,13.71,417.19,8.5,258.24,8.4,255.22,3.0,3.0,2.0,3,31,8,3,0,0
2023-09-02,SKU10086,5,152.1,1,4.14,126.03,8.71,264.76,8.53,259.28,9.0,72.0,2.0,5,2,9,3,1,0
2023-09-06,SKU10086,1,30.42,1,4.14,126.03,8.64,262.59,8.5,258.42,5.0,1.0,2.0,2,6,9,3,0,0
2023-09-08,SKU10086,8,243.36,3,4.43,134.72,9.14,277.8,8.73,265.52,1.0,6.0,1.0,4,8,9,3,0,0
2023-09-18,SKU10086,6,164.28,2,4.86,145.15,9.07,274.32,8.9,269.98,8.0,3.0,7.0,0,18,9,3,0,0
2023-09-20,SKU10086,6,182.52,2,5.43,162.53,9.21,279.0,9.07,275.05,6.0,2.0,4.0,2,20,9,3,0,0
2023-09-22,SKU10086,5,152.10000000000002,2,5.71,171.22,9.29,281.17,9.2,279.1,6.0,3.0,4.0,4,22,9,3,0,0
2023-09-23,SKU10086,72,2190.24,1,14.71,445.0,14.21,431.1,11.43,347.04,5.0,9.0,3.0,5,23,9,3,1,0
2023-09-26,SKU10086,104,3163.6800000000003,3,28.86,875.23,16.5,500.63,14.87,451.48,72.0,5.0,72.0,1,26,9,3,0,0
2023-09-27,SKU10086,7,212.94,2,29.71,901.3,16.93,513.66,15.07,457.57,104.0,1.0,1.0,2,27,9,3,0,0
2023-09-28,SKU10086,4,121.68,2,29.14,883.92,16.79,509.32,15.13,459.6,7.0,8.0,6.0,3,28,9,3,0,0
2023-10-03,SKU10086,7,212.94,2,29.29,890.87,17.07,518.01,15.3,464.67,4.0,6.0,3.0,1,3,10,4,0,0
2023-10-05,SKU10086,4,121.68,2,29.0,882.18,17.21,522.36,12.03,365.29,7.0,6.0,2.0,3,5,10,4,0,0
2023-10-06,SKU10086,4,121.68,2,28.86,877.83,17.29,524.53,11.97,363.27,4.0,5.0,3.0,4,6,10,4,0,0
