sku_id,week_start,type,value,baseline,ci_lower,ci_upper,step
SKU091,2024-08-05,actual,21.0,31.0,21.0,21.0,0
SKU091,2024-08-12,actual,60.0,29.75,60.0,60.0,0
SKU091,2024-08-19,actual,28.0,35.5,28.0,28.0,0
SKU091,2024-08-26,actual,29.0,32.75,29.0,29.0,0
SKU091,2024-09-02,actual,27.0,34.5,27.0,27.0,0
SKU091,2024-09-09,actual,25.0,36.0,25.0,25.0,0
SKU091,2024-09-16,actual,25.0,27.25,25.0,25.0,0
SKU091,2024-09-23,actual,16.0,26.5,16.0,16.0,0
SKU091,2024-09-30,actual,24.0,23.25,24.0,24.0,0
SKU091,2024-10-07,actual,11.0,22.5,11.0,11.0,0
SKU091,2024-10-14,actual,20.0,19.0,20.0,20.0,0
SKU091,2024-10-21,actual,38.0,17.75,38.0,38.0,0
SKU091,2024-10-28,actual,18.0,23.25,18.0,18.0,0
SKU091,2024-11-04,actual,18.0,21.75,18.0,18.0,0
SKU091,2024-11-11,actual,13.0,23.5,13.0,13.0,0
SKU091,2024-11-18,actual,14.0,21.75,14.0,14.0,0
SKU091,2024-11-25,actual,20.0,15.75,20.0,20.0,0
SKU091,2024-12-02,actual,13.0,16.25,13.0,13.0,0
SKU091,2024-12-09,actual,12.0,15.0,12.0,12.0,0
SKU091,2024-12-16,actual,19.0,14.75,19.0,19.0,0
SKU091,2024-12-23,actual,37.0,16.0,37.0,37.0,0
SKU091,2024-12-30,actual,14.0,20.25,14.0,14.0,0
SKU091,2025-01-06,actual,15.0,20.5,15.0,15.0,0
SKU091,2025-01-13,actual,17.0,21.25,17.0,17.0,0
SKU091,2025-01-20,actual,30.0,20.75,30.0,30.0,0
SKU091,2025-01-27,actual,26.0,19.0,26.0,26.0,0
SKU091,2025-02-03,actual,26.0,22.0,26.0,26.0,0
SKU091,2025-02-10,actual,20.0,24.75,20.0,20.0,0
SKU091,2025-02-17,actual,19.0,25.5,19.0,19.0,0
SKU091,2025-02-24,actual,18.0,22.75,18.0,18.0,0
SKU091,2025-03-03,actual,25.0,20.75,25.0,25.0,0
SKU091,2025-03-10,actual,25.0,20.5,25.0,25.0,0
SKU091,2025-03-17,actual,31.0,21.75,31.0,31.0,0
SKU091,2025-03-24,actual,15.0,24.75,15.0,15.0,0
SKU091,2025-03-31,actual,18.0,24.0,18.0,18.0,0
SKU091,2025-04-07,actual,14.0,22.25,14.0,14.0,0
SKU091,2025-04-14,actual,24.0,19.5,24.0,24.0,0
SKU091,2025-04-21,actual,18.0,17.75,18.0,18.0,0
SKU091,2025-04-28,actual,49.0,18.5,49.0,49.0,0
SKU091,2025-05-05,actual,33.0,26.25,33.0,33.0,0
SKU091,2025-05-12,actual,24.0,31.0,24.0,24.0,0
SKU091,2025-05-19,actual,31.0,31.0,31.0,31.0,0
SKU091,2025-05-26,actual,35.0,8.0,35.0,35.0,0
SKU091,2025-06-02,actual,30.0,24.0,30.0,30.0,0
SKU091,2025-06-09,actual,30.0,24.0,30.0,30.0,0
SKU091,2025-06-16,actual,33.0,25.0,33.0,33.0,0
SKU091,2025-06-23,actual,35.0,42.0,35.0,35.0,0
SKU091,2025-06-30,actual,19.0,31.0,19.0,19.0,0
SKU091,2025-07-07,actual,20.0,26.0,20.0,20.0,0
SKU091,2025-07-14,actual,25.0,37.0,25.0,25.0,0
SKU091,2025-07-21,actual,26.0,39.0,26.0,26.0,0
SKU091,2025-07-28,actual,36.0,22.0,36.0,36.0,0
SKU091,2025-08-04,actual,27.0,21.0,27.0,27.0,0
SKU091,2025-08-11,actual,62.0,60.0,62.0,62.0,0
SKU091,2025-08-18,actual,21.0,28.0,21.0,21.0,0
SKU091,2025-08-25,actual,35.0,29.0,35.0,35.0,0
SKU091,2025-09-01,actual,25.0,27.0,25.0,25.0,0
SKU091,2025-09-08,actual,24.0,25.0,24.0,24.0,0
SKU091,2025-09-15,actual,21.0,25.0,21.0,21.0,0
SKU091,2025-09-22,actual,16.0,16.0,16.0,16.0,0
SKU091,2025-09-29,actual,19.0,24.0,19.0,19.0,0
SKU091,2025-10-06,actual,21.0,11.0,21.0,21.0,0
SKU091,2025-10-13,actual,24.0,20.0,24.0,24.0,0
SKU091,2025-10-20,actual,53.0,38.0,53.0,53.0,0
SKU091,2025-10-27,actual,19.0,18.0,19.0,19.0,0
SKU091,2025-11-03,actual,9.0,18.0,9.0,9.0,0
SKU091,2025-11-10,actual,16.0,13.0,16.0,16.0,0
SKU091,2025-11-17,actual,21.0,14.0,21.0,21.0,0
SKU091,2025-11-24,actual,19.0,20.0,19.0,19.0,0
SKU091,2025-12-01,actual,16.0,13.0,16.0,16.0,0
SKU091,2025-12-08,actual,13.0,12.0,13.0,13.0,0
SKU091,2025-12-15,actual,17.0,19.0,17.0,17.0,0
SKU091,2025-12-22,actual,28.0,37.0,28.0,28.0,0
SKU091,2025-12-29,actual,14.0,14.0,14.0,14.0,0
SKU091,2026-01-05,actual,15.0,15.0,15.0,15.0,0
SKU091,2026-01-12,actual,19.0,17.0,19.0,19.0,0
SKU091,2026-01-19,actual,24.0,30.0,24.0,24.0,0
SKU091,2026-01-26,actual,22.0,26.0,22.0,22.0,0
SKU091,2026-02-02,actual,22.0,26.0,22.0,22.0,0
SKU091,2026-02-09,actual,21.0,20.0,21.0,21.0,0
SKU091,2026-02-16,actual,15.0,19.0,15.0,15.0,0
SKU091,2026-02-23,actual,18.0,18.0,18.0,18.0,0
SKU091,2026-03-02,actual,19.0,25.0,19.0,19.0,0
SKU091,2026-03-09,actual,21.0,25.0,21.0,21.0,0
SKU091,2026-03-16,actual,18.0,31.0,18.0,18.0,0
SKU091,2026-03-23,actual,21.0,15.0,21.0,21.0,0
SKU091,2026-03-30,actual,21.0,18.0,21.0,21.0,0
SKU091,2026-04-06,actual,23.0,14.0,23.0,23.0,0
SKU091,2026-04-13,actual,30.0,24.0,30.0,30.0,0
SKU091,2026-04-20,actual,23.0,18.0,23.0,23.0,0
SKU091,2026-04-27,actual,50.0,49.0,50.0,50.0,0
SKU091,2026-05-04,actual,45.0,33.0,45.0,45.0,0
SKU091,2026-05-11,actual,35.0,24.0,35.0,35.0,0
SKU091,2026-05-18,actual,39.0,31.0,39.0,39.0,0
SKU091,2026-05-25,actual,31.0,35.0,31.0,31.0,0
SKU091,2026-06-01,actual,45.0,30.0,45.0,45.0,0
SKU091,2026-06-08,actual,26.0,30.0,26.0,26.0,0
SKU091,2026-06-15,actual,26.0,33.0,26.0,26.0,0
SKU092,2024-07-15,actual,6.0,0.0,6.0,6.0,0
SKU092,2024-07-22,actual,31.0,6.0,31.0,31.0,0
SKU092,2024-07-29,actual,26.0,18.5,26.0,26.0,0
SKU092,2024-08-05,actual,27.0,21.0,27.0,27.0,0
SKU092,2024-08-12,actual,44.0,22.5,44.0,44.0,0
SKU092,2024-08-19,actual,29.0,32.0,29.0,29.0,0
SKU092,2024-08-26,actual,17.0,31.5,17.0,17.0,0
SKU092,2024-09-02,actual,25.0,29.25,25.0,25.0,0
SKU092,2024-09-09,actual,22.0,28.75,22.0,22.0,0
SKU092,2024-09-16,actual,16.0,23.25,16.0,16.0,0
SKU092,2024-09-23,actual,19.0,20.0,19.0,19.0,0
SKU092,2024-09-30,actual,25.0,20.5,25.0,25.0,0
SKU092,2024-10-07,actual,21.0,20.5,21.0,21.0,0
SKU092,2024-10-14,actual,27.0,20.25,27.0,27.0,0
SKU092,2024-10-21,actual,24.0,23.0,24.0,24.0,0
SKU092,2024-10-28,actual,28.0,24.25,28.0,28.0,0
SKU092,2024-11-04,actual,21.0,25.0,21.0,21.0,0
SKU092,2024-11-11,actual,14.0,25.0,14.0,14.0,0
SKU092,2024-11-18,actual,19.0,21.75,19.0,19.0,0
SKU092,2024-11-25,actual,16.0,20.5,16.0,16.0,0
SKU092,2024-12-02,actual,14.0,17.5,14.0,14.0,0
SKU092,2024-12-09,actual,22.0,15.75,22.0,22.0,0
SKU092,2024-12-16,actual,19.0,17.75,19.0,19.0,0
SKU092,2024-12-23,actual,30.0,17.75,30.0,30.0,0
SKU092,2024-12-30,actual,16.0,21.25,16.0,16.0,0
SKU092,2025-01-06,actual,28.0,21.75,28.0,28.0,0
SKU092,2025-01-13,actual,17.0,23.25,17.0,17.0,0
SKU092,2025-01-20,actual,37.0,22.75,37.0,37.0,0
SKU092,2025-01-27,actual,27.0,24.5,27.0,27.0,0
SKU092,2025-02-03,actual,21.0,27.25,21.0,21.0,0
SKU092,2025-02-10,actual,26.0,25.5,26.0,26.0,0
SKU092,2025-02-17,actual,32.0,27.75,32.0,32.0,0
SKU092,2025-02-24,actual,26.0,26.5,26.0,26.0,0
SKU092,2025-03-03,actual,42.0,26.25,42.0,42.0,0
SKU092,2025-03-10,actual,30.0,31.5,30.0,30.0,0
SKU092,2025-03-17,actual,27.0,32.5,27.0,27.0,0
SKU092,2025-03-24,actual,48.0,31.25,48.0,48.0,0
SKU092,2025-03-31,actual,40.0,36.75,40.0,40.0,0
SKU092,2025-04-07,actual,30.0,36.25,30.0,30.0,0
SKU092,2025-04-14,actual,28.0,36.25,28.0,28.0,0
SKU092,2025-04-21,actual,31.0,36.5,31.0,31.0,0
SKU092,2025-04-28,actual,56.0,32.25,56.0,56.0,0
SKU092,2025-05-05,actual,39.0,36.25,39.0,39.0,0
SKU092,2025-05-12,actual,43.0,38.5,43.0,43.0,0
SKU092,2025-05-19,actual,34.0,42.25,34.0,34.0,0
SKU092,2025-05-26,actual,41.0,43.0,41.0,41.0,0
SKU092,2025-06-02,actual,30.0,39.25,30.0,30.0,0
SKU092,2025-06-09,actual,26.0,37.0,26.0,26.0,0
SKU092,2025-06-16,actual,26.0,32.75,26.0,26.0,0
SKU092,2025-06-23,actual,38.0,30.75,38.0,38.0,0
SKU092,2025-06-30,actual,24.0,30.0,24.0,24.0,0
SKU092,2025-07-07,actual,32.0,28.5,32.0,32.0,0
SKU092,2025-07-14,actual,27.0,6.0,27.0,27.0,0
SKU092,2025-07-21,actual,28.0,31.0,28.0,28.0,0
SKU092,2025-07-28,actual,33.0,26.0,33.0,33.0,0
SKU092,2025-08-04,actual,33.0,27.0,33.0,33.0,0
SKU092,2025-08-11,actual,37.0,44.0,37.0,37.0,0
SKU092,2025-08-18,actual,26.0,29.0,26.0,26.0,0
SKU092,2025-08-25,actual,22.0,17.0,22.0,22.0,0
SKU092,2025-09-01,actual,22.0,25.0,22.0,22.0,0
SKU092,2025-09-08,actual,23.0,22.0,23.0,23.0,0
SKU092,2025-09-15,actual,12.0,16.0,12.0,12.0,0
SKU092,2025-09-22,actual,18.0,19.0,18.0,18.0,0
SKU092,2025-09-29,actual,20.0,25.0,20.0,20.0,0
SKU092,2025-10-06,actual,23.0,21.0,23.0,23.0,0
SKU092,2025-10-13,actual,14.0,27.0,14.0,14.0,0
SKU092,2025-10-20,actual,38.0,24.0,38.0,38.0,0
SKU092,2025-10-27,actual,17.0,28.0,17.0,17.0,0
SKU092,2025-11-03,actual,21.0,21.0,21.0,21.0,0
SKU092,2025-11-10,actual,21.0,14.0,21.0,21.0,0
SKU092,2025-11-17,actual,16.0,19.0,16.0,16.0,0
SKU092,2025-11-24,actual,22.0,16.0,22.0,22.0,0
SKU092,2025-12-01,actual,14.0,14.0,14.0,14.0,0
SKU092,2025-12-08,actual,23.0,22.0,23.0,23.0,0
SKU092,2025-12-15,actual,19.0,19.0,19.0,19.0,0
SKU092,2025-12-22,actual,43.0,30.0,43.0,43.0,0
SKU092,2025-12-29,actual,22.0,16.0,22.0,22.0,0
SKU092,2026-01-05,actual,27.0,28.0,27.0,27.0,0
SKU092,2026-01-12,actual,21.0,17.0,21.0,21.0,0
SKU092,2026-01-19,actual,20.0,37.0,20.0,20.0,0
SKU092,2026-01-26,actual,33.0,27.0,33.0,33.0,0
SKU092,2026-02-02,actual,25.0,21.0,25.0,25.0,0
SKU092,2026-02-09,actual,18.0,26.0,18.0,18.0,0
SKU092,2026-02-16,actual,20.0,32.0,20.0,20.0,0
SKU092,2026-02-23,actual,25.0,26.0,25.0,25.0,0
SKU092,2026-03-02,actual,40.0,42.0,40.0,40.0,0
SKU092,2026-03-09,actual,22.0,30.0,22.0,22.0,0
SKU092,2026-03-16,actual,22.0,27.0,22.0,22.0,0
SKU092,2026-03-23,actual,25.0,48.0,25.0,25.0,0
SKU092,2026-03-30,actual,23.0,40.0,23.0,23.0,0
SKU092,2026-04-06,actual,41.0,30.0,41.0,41.0,0
SKU092,2026-04-13,actual,44.0,28.0,44.0,44.0,0
SKU092,2026-04-20,actual,31.0,31.0,31.0,31.0,0
SKU092,2026-04-27,actual,41.0,56.0,41.0,41.0,0
SKU092,2026-05-04,actual,39.0,39.0,39.0,39.0,0
SKU092,2026-05-11,actual,34.0,43.0,34.0,34.0,0
SKU092,2026-05-18,actual,31.0,34.0,31.0,31.0,0
SKU092,2026-05-25,actual,35.0,41.0,35.0,35.0,0
SKU092,2026-06-01,actual,33.0,30.0,33.0,33.0,0
SKU092,2026-06-08,actual,23.0,26.0,23.0,23.0,0
SKU092,2026-06-15,actual,36.0,26.0,36.0,36.0,0
SKU093,2025-01-13,actual,2.0,0.0,2.0,2.0,0
SKU093,2025-01-20,actual,6.0,2.0,6.0,6.0,0
SKU093,2025-01-27,actual,3.0,4.0,3.0,3.0,0
SKU093,2025-02-03,actual,3.0,3.6666666666666665,3.0,3.0,0
SKU093,2025-02-10,actual,7.0,3.5,7.0,7.0,0
SKU093,2025-02-17,actual,2.0,4.75,2.0,2.0,0
SKU093,2025-02-24,actual,7.0,3.75,7.0,7.0,0
SKU093,2025-03-03,actual,3.0,4.75,3.0,3.0,0
SKU093,2025-03-10,actual,4.0,4.75,4.0,4.0,0
SKU093,2025-03-17,actual,3.0,4.0,3.0,3.0,0
SKU093,2025-03-24,actual,1.0,4.25,1.0,1.0,0
SKU093,2025-03-31,actual,5.0,2.75,5.0,5.0,0
SKU093,2025-04-07,actual,4.0,3.25,4.0,4.0,0
SKU093,2025-04-14,actual,3.0,3.25,3.0,3.0,0
SKU093,2025-04-21,actual,5.0,3.25,5.0,5.0,0
SKU093,2025-04-28,actual,4.0,4.25,4.0,4.0,0
SKU093,2025-05-05,actual,3.0,4.0,3.0,3.0,0
SKU093,2025-05-12,actual,6.0,3.75,6.0,6.0,0
SKU093,2025-05-19,actual,4.0,4.5,4.0,4.0,0
SKU093,2025-05-26,actual,6.0,4.25,6.0,6.0,0
SKU093,2025-06-02,actual,1.0,4.75,1.0,1.0,0
SKU093,2025-06-09,actual,6.0,4.25,6.0,6.0,0
SKU093,2025-06-16,actual,3.0,4.25,3.0,3.0,0
SKU093,2025-06-23,actual,0.0,4.0,0.0,0.0,0
SKU093,2025-06-30,actual,2.0,2.5,2.0,2.0,0
SKU093,2025-07-07,actual,8.0,2.75,8.0,8.0,0
SKU093,2025-07-14,actual,9.0,3.25,9.0,9.0,0
SKU093,2025-07-21,actual,6.0,4.75,6.0,6.0,0
SKU093,2025-07-28,actual,7.0,6.25,7.0,7.0,0
SKU093,2025-08-04,actual,10.0,7.5,10.0,10.0,0
SKU093,2025-08-11,actual,8.0,8.0,8.0,8.0,0
SKU093,2025-08-18,actual,8.0,7.75,8.0,8.0,0
SKU093,2025-08-25,actual,8.0,8.25,8.0,8.0,0
SKU093,2025-09-01,actual,6.0,8.5,6.0,6.0,0
SKU093,2025-09-08,actual,4.0,7.5,4.0,4.0,0
SKU093,2025-09-15,actual,9.0,6.5,9.0,9.0,0
SKU093,2025-09-22,actual,3.0,6.75,3.0,3.0,0
SKU093,2025-09-29,actual,6.0,5.5,6.0,6.0,0
SKU093,2025-10-06,actual,3.0,5.5,3.0,3.0,0
SKU093,2025-10-13,actual,6.0,5.25,6.0,6.0,0
SKU093,2025-10-20,actual,17.0,4.5,17.0,17.0,0
SKU093,2025-10-27,actual,2.0,8.0,2.0,2.0,0
SKU093,2025-11-03,actual,6.0,7.0,6.0,6.0,0
SKU093,2025-11-10,actual,5.0,7.75,5.0,5.0,0
SKU093,2025-11-17,actual,3.0,7.5,3.0,3.0,0
SKU093,2025-11-24,actual,6.0,4.0,6.0,6.0,0
SKU093,2025-12-01,actual,9.0,5.0,9.0,9.0,0
SKU093,2025-12-08,actual,5.0,5.75,5.0,5.0,0
SKU093,2025-12-15,actual,6.0,5.75,6.0,6.0,0
SKU093,2025-12-22,actual,7.0,6.5,7.0,7.0,0
SKU093,2025-12-29,actual,3.0,6.75,3.0,3.0,0
SKU093,2026-01-05,actual,1.0,5.25,1.0,1.0,0
SKU093,2026-01-12,actual,3.0,2.0,3.0,3.0,0
SKU093,2026-01-19,actual,3.0,6.0,3.0,3.0,0
SKU093,2026-01-26,actual,7.0,3.0,7.0,7.0,0
SKU093,2026-02-02,actual,3.0,3.0,3.0,3.0,0
SKU093,2026-02-09,actual,6.0,7.0,6.0,6.0,0
SKU093,2026-02-16,actual,2.0,2.0,2.0,2.0,0
SKU093,2026-02-23,actual,3.0,7.0,3.0,3.0,0
SKU093,2026-03-02,actual,4.0,3.0,4.0,4.0,0
SKU093,2026-03-09,actual,5.0,4.0,5.0,5.0,0
SKU093,2026-03-16,actual,2.0,3.0,2.0,2.0,0
SKU093,2026-03-23,actual,3.0,1.0,3.0,3.0,0
SKU093,2026-03-30,actual,2.0,5.0,2.0,2.0,0
SKU093,2026-04-06,actual,3.0,4.0,3.0,3.0,0
SKU093,2026-04-13,actual,5.0,3.0,5.0,5.0,0
SKU093,2026-04-20,actual,2.0,5.0,2.0,2.0,0
SKU093,2026-04-27,actual,5.0,4.0,5.0,5.0,0
SKU093,2026-05-04,actual,5.0,3.0,5.0,5.0,0
SKU093,2026-05-11,actual,3.0,6.0,3.0,3.0,0
SKU093,2026-05-18,actual,5.0,4.0,5.0,5.0,0
SKU093,2026-05-25,actual,1.0,6.0,1.0,1.0,0
SKU093,2026-06-01,actual,6.0,1.0,6.0,6.0,0
SKU093,2026-06-08,actual,7.0,6.0,7.0,7.0,0
SKU093,2026-06-15,actual,4.0,3.0,4.0,4.0,0
SKU094,2026-02-02,actual,46.0,0.0,46.0,46.0,0
SKU094,2026-02-09,actual,54.0,46.0,54.0,54.0,0
SKU094,2026-02-16,actual,70.0,50.0,70.0,70.0,0
SKU094,2026-02-23,actual,50.0,56.666666666666664,50.0,50.0,0
SKU094,2026-03-02,actual,74.0,55.0,74.0,74.0,0
SKU094,2026-03-09,actual,57.0,62.0,57.0,57.0,0
SKU094,2026-03-16,actual,47.0,62.75,47.0,47.0,0
SKU094,2026-03-23,actual,53.0,57.0,53.0,53.0,0
SKU094,2026-03-30,actual,46.0,57.75,46.0,46.0,0
SKU094,2026-04-06,actual,52.0,50.75,52.0,52.0,0
SKU094,2026-04-13,actual,42.0,49.5,42.0,42.0,0
SKU094,2026-04-20,actual,39.0,48.25,39.0,39.0,0
SKU094,2026-04-27,actual,79.0,44.75,79.0,79.0,0
SKU094,2026-05-04,actual,79.0,53.0,79.0,79.0,0
SKU094,2026-05-11,actual,44.0,59.75,44.0,44.0,0
SKU094,2026-05-18,actual,50.0,60.25,50.0,50.0,0
SKU094,2026-05-25,actual,45.0,63.0,45.0,45.0,0
SKU094,2026-06-01,actual,35.0,54.5,35.0,35.0,0
SKU094,2026-06-08,actual,31.0,43.5,31.0,31.0,0
SKU094,2026-06-15,actual,28.0,40.25,28.0,28.0,0
SKU095,2024-05-27,actual,13.0,0.0,13.0,13.0,0
SKU095,2024-06-03,actual,33.0,13.0,33.0,33.0,0
SKU095,2024-06-10,actual,40.0,23.0,40.0,40.0,0
SKU095,2024-06-17,actual,46.0,28.666666666666668,46.0,46.0,0
SKU095,2024-06-24,actual,46.0,33.0,46.0,46.0,0
SKU095,2024-07-01,actual,45.0,41.25,45.0,45.0,0
SKU095,2024-07-08,actual,48.0,44.25,48.0,48.0,0
SKU095,2024-07-15,actual,59.0,46.25,59.0,59.0,0
SKU095,2024-07-22,actual,67.0,49.5,67.0,67.0,0
SKU095,2024-07-29,actual,57.0,54.75,57.0,57.0,0
SKU095,2024-08-05,actual,65.0,57.75,65.0,65.0,0
SKU095,2024-08-12,actual,134.0,62.0,134.0,134.0,0
SKU095,2024-08-19,actual,68.0,80.75,68.0,68.0,0
SKU095,2024-08-26,actual,66.0,81.0,66.0,66.0,0
SKU095,2024-09-02,actual,71.0,83.25,71.0,71.0,0
SKU095,2024-09-09,actual,54.0,84.75,54.0,54.0,0
SKU095,2024-09-16,actual,60.0,64.75,60.0,60.0,0
SKU095,2024-09-23,actual,61.0,62.75,61.0,61.0,0
SKU095,2024-09-30,actual,70.0,61.5,70.0,70.0,0
SKU095,2024-10-07,actual,50.0,61.25,50.0,50.0,0
SKU095,2024-10-14,actual,68.0,60.25,68.0,68.0,0
SKU095,2024-10-21,actual,139.0,62.25,139.0,139.0,0
SKU095,2024-10-28,actual,62.0,81.75,62.0,62.0,0
SKU095,2024-11-04,actual,58.0,79.75,58.0,58.0,0
SKU095,2024-11-11,actual,65.0,81.75,65.0,65.0,0
SKU095,2024-11-18,actual,50.0,81.0,50.0,50.0,0
SKU095,2024-11-25,actual,53.0,58.75,53.0,53.0,0
SKU095,2024-12-02,actual,36.0,56.5,36.0,36.0,0
SKU095,2024-12-09,actual,47.0,51.0,47.0,47.0,0
SKU095,2024-12-16,actual,44.0,46.5,44.0,44.0,0
SKU095,2024-12-23,actual,92.0,45.0,92.0,92.0,0
SKU095,2024-12-30,actual,43.0,54.75,43.0,43.0,0
SKU095,2025-01-06,actual,46.0,56.5,46.0,46.0,0
SKU095,2025-01-13,actual,40.0,56.25,40.0,40.0,0
SKU095,2025-01-20,actual,59.0,55.25,59.0,59.0,0
SKU095,2025-01-27,actual,45.0,47.0,45.0,45.0,0
SKU095,2025-02-03,actual,33.0,47.5,33.0,33.0,0
SKU095,2025-02-10,actual,39.0,44.25,39.0,39.0,0
SKU095,2025-02-17,actual,35.0,44.0,35.0,35.0,0
SKU095,2025-02-24,actual,27.0,38.0,27.0,27.0,0
SKU095,2025-03-03,actual,31.0,33.5,31.0,31.0,0
SKU095,2025-03-10,actual,31.0,33.0,31.0,31.0,0
SKU095,2025-03-17,actual,37.0,31.0,37.0,37.0,0
SKU095,2025-03-24,actual,27.0,31.5,27.0,27.0,0
SKU095,2025-03-31,actual,34.0,31.5,34.0,34.0,0
SKU095,2025-04-07,actual,32.0,32.25,32.0,32.0,0
SKU095,2025-04-14,actual,27.0,32.5,27.0,27.0,0
SKU095,2025-04-21,actual,32.0,30.0,32.0,32.0,0
SKU095,2025-04-28,actual,61.0,31.25,61.0,61.0,0
SKU095,2025-05-05,actual,53.0,38.0,53.0,53.0,0
SKU095,2025-05-12,actual,54.0,43.25,54.0,54.0,0
SKU095,2025-05-19,actual,52.0,50.0,52.0,52.0,0
SKU095,2025-05-26,actual,43.0,13.0,43.0,43.0,0
SKU095,2025-06-02,actual,49.0,33.0,49.0,49.0,0
SKU095,2025-06-09,actual,46.0,40.0,46.0,46.0,0
SKU095,2025-06-16,actual,50.0,46.0,50.0,50.0,0
SKU095,2025-06-23,actual,53.0,46.0,53.0,53.0,0
SKU095,2025-06-30,actual,47.0,45.0,47.0,47.0,0
SKU095,2025-07-07,actual,48.0,48.0,48.0,48.0,0
SKU095,2025-07-14,actual,56.0,59.0,56.0,56.0,0
SKU095,2025-07-21,actual,58.0,67.0,58.0,58.0,0
SKU095,2025-07-28,actual,64.0,57.0,64.0,64.0,0
SKU095,2025-08-04,actual,41.0,65.0,41.0,41.0,0
SKU095,2025-08-11,actual,140.0,134.0,140.0,140.0,0
SKU095,2025-08-18,actual,60.0,68.0,60.0,60.0,0
SKU095,2025-08-25,actual,69.0,66.0,69.0,69.0,0
SKU095,2025-09-01,actual,58.0,71.0,58.0,58.0,0
SKU095,2025-09-08,actual,51.0,54.0,51.0,51.0,0
SKU095,2025-09-15,actual,63.0,60.0,63.0,63.0,0
SKU095,2025-09-22,actual,51.0,61.0,51.0,51.0,0
SKU095,2025-09-29,actual,54.0,70.0,54.0,54.0,0
SKU095,2025-10-06,actual,68.0,50.0,68.0,68.0,0
SKU095,2025-10-13,actual,59.0,68.0,59.0,59.0,0
SKU095,2025-10-20,actual,162.0,139.0,162.0,162.0,0
SKU095,2025-10-27,actual,47.0,62.0,47.0,47.0,0
SKU095,2025-11-03,actual,56.0,58.0,56.0,56.0,0
SKU095,2025-11-10,actual,62.0,65.0,62.0,62.0,0
SKU095,2025-11-17,actual,44.0,50.0,44.0,44.0,0
SKU095,2025-11-24,actual,49.0,53.0,49.0,49.0,0
SKU095,2025-12-01,actual,54.0,36.0,54.0,54.0,0
SKU095,2025-12-08,actual,48.0,47.0,48.0,48.0,0
SKU095,2025-12-15,actual,43.0,44.0,43.0,43.0,0
SKU095,2025-12-22,actual,108.0,92.0,108.0,108.0,0
SKU095,2025-12-29,actual,42.0,43.0,42.0,42.0,0
SKU095,2026-01-05,actual,48.0,46.0,48.0,48.0,0
SKU095,2026-01-12,actual,34.0,40.0,34.0,34.0,0
SKU095,2026-01-19,actual,43.0,59.0,43.0,43.0,0
SKU095,2026-01-26,actual,57.0,45.0,57.0,57.0,0
SKU095,2026-02-02,actual,36.0,33.0,36.0,36.0,0
SKU095,2026-02-09,actual,32.0,39.0,32.0,32.0,0
SKU095,2026-02-16,actual,31.0,35.0,31.0,31.0,0
SKU095,2026-02-23,actual,30.0,27.0,30.0,30.0,0
SKU095,2026-03-02,actual,47.0,31.0,47.0,47.0,0
SKU095,2026-03-09,actual,36.0,31.0,36.0,36.0,0
SKU095,2026-03-16,actual,29.0,37.0,29.0,29.0,0
SKU095,2026-03-23,actual,41.0,27.0,41.0,41.0,0
SKU095,2026-03-30,actual,30.0,34.0,30.0,30.0,0
SKU095,2026-04-06,actual,41.0,32.0,41.0,41.0,0
SKU095,2026-04-13,actual,42.0,27.0,42.0,42.0,0
SKU095,2026-04-20,actual,39.0,32.0,39.0,39.0,0
SKU095,2026-04-27,actual,55.0,61.0,55.0,55.0,0
SKU095,2026-05-04,actual,58.0,53.0,58.0,58.0,0
SKU095,2026-05-11,actual,38.0,54.0,38.0,38.0,0
SKU095,2026-05-18,actual,48.0,52.0,48.0,48.0,0
SKU095,2026-05-25,actual,44.0,43.0,44.0,44.0,0
SKU095,2026-06-01,actual,46.0,49.0,46.0,46.0,0
SKU095,2026-06-08,actual,48.0,46.0,48.0,48.0,0
SKU095,2026-06-15,actual,59.0,50.0,59.0,59.0,0
SKU096,2025-08-25,actual,4.0,0.0,4.0,4.0,0
SKU096,2025-09-01,actual,16.0,4.0,16.0,16.0,0
SKU096,2025-09-08,actual,20.0,10.0,20.0,20.0,0
SKU096,2025-09-15,actual,22.0,13.333333333333334,22.0,22.0,0
SKU096,2025-09-22,actual,18.0,15.5,18.0,18.0,0
SKU096,2025-09-29,actual,19.0,19.0,19.0,19.0,0
SKU096,2025-10-06,actual,22.0,19.75,22.0,22.0,0
SKU096,2025-10-13,actual,22.0,20.25,22.0,22.0,0
SKU096,2025-10-20,actual,48.0,20.25,48.0,48.0,0
SKU096,2025-10-27,actual,19.0,27.75,19.0,19.0,0
SKU096,2025-11-03,actual,22.0,27.75,22.0,22.0,0
SKU096,2025-11-10,actual,18.0,27.75,18.0,18.0,0
SKU096,2025-11-17,actual,21.0,26.75,21.0,21.0,0
SKU096,2025-11-24,actual,17.0,20.0,17.0,17.0,0
SKU096,2025-12-01,actual,18.0,19.5,18.0,18.0,0
SKU096,2025-12-08,actual,22.0,18.5,22.0,22.0,0
SKU096,2025-12-15,actual,21.0,19.5,21.0,21.0,0
SKU096,2025-12-22,actual,36.0,19.5,36.0,36.0,0
SKU096,2025-12-29,actual,11.0,24.25,11.0,11.0,0
SKU096,2026-01-05,actual,11.0,22.5,11.0,11.0,0
